2014-05-30 19:41:20,1
2014-05-30 19:51:39,1
2014-05-30 20:01:57,1
2014-05-30 20:12:15,1
2014-05-30 21:14:01,1
2014-05-30 21:24:20,1
2014-05-30 21:34:39,1
2014-05-30 21:55:16,1
2014-05-30 22:05:35,1
2014-05-30 22:15:53,1
2014-05-30 22:36:40,1
2014-05-30 22:47:07,1
2014-05-30 23:07:51,1
2014-05-30 23:18:09,1
2014-05-30 23:28:28,1
2014-05-30 23:38:46,1
2014-05-30 23:49:04,1
2014-05-30 23:59:22,1
2014-05-31 00:09:40,1
2014-05-31 00:19:58,1
2014-05-31 00:40:33,1
2014-05-31 00:50:51,1
2014-05-31 01:01:10,1
2014-05-31 01:11:29,1
2014-05-31 01:21:48,1
2014-05-31 01:32:07,1
2014-05-31 01:52:56,1
2014-05-31 02:03:14,1
2014-05-31 02:13:41,1
2014-05-31 02:24:08,1
2014-05-31 02:34:26,1
2014-05-31 02:44:54,1
2014-05-31 03:07:07,1
2014-05-31 03:17:25,1
2014-05-31 03:27:43,1
2014-05-31 03:48:29,1
2014-05-31 03:58:48,1
2014-05-31 04:09:06,1
2014-05-31 04:19:25,1
2014-05-31 04:29:44,1
2014-05-31 05:00:56,1
2014-05-31 05:11:14,1
2014-05-31 05:21:32,1
2014-05-31 05:31:50,1
2014-05-31 05:42:08,1
2014-05-31 05:52:26,1
2014-05-31 06:13:02,1
2014-05-31 06:23:21,1
2014-05-31 06:33:40,1
2014-05-31 06:54:15,1
2014-05-31 07:14:51,1
2014-05-31 07:25:09,1
2014-05-31 07:35:27,1
2014-05-31 08:06:23,1
2014-05-31 08:16:41,1
2014-05-31 08:26:59,1
2014-05-31 08:37:17,1
2014-05-31 08:47:45,1
2014-05-31 09:08:21,1
2014-05-31 09:18:40,1
2014-05-31 09:28:59,1
2014-05-31 09:59:54,1
2014-05-31 10:10:12,1
2014-05-31 10:20:30,1
2014-05-31 10:30:48,1
2014-05-31 10:41:06,1
2014-05-31 10:51:24,1
2014-05-31 11:01:43,1
