2014-05-30 19:32:28,1
2014-05-30 19:37:46,1
2014-05-30 19:43:04,1
2014-05-30 19:48:22,1
2014-05-30 19:53:49,1
2014-05-30 19:59:07,1
2014-05-30 20:04:27,1
2014-05-30 20:09:45,1
2014-05-30 20:15:05,1
2014-05-30 20:20:42,1
2014-05-30 20:26:22,1
2014-05-30 20:31:40,1
2014-05-30 20:36:58,1
2014-05-30 20:42:16,1
2014-05-30 20:47:35,1
2014-05-30 20:52:53,1
2014-05-30 20:58:12,1
2014-05-30 21:03:51,1
2014-05-30 21:09:10,1
2014-05-30 21:14:29,1
2014-05-30 21:19:47,1
2014-05-30 21:25:07,1
2014-05-30 21:30:25,1
2014-05-30 21:35:43,1
2014-05-30 21:41:01,1
2014-05-30 21:46:19,1
2014-05-30 21:51:37,1
2014-05-30 21:56:55,1
2014-05-30 22:02:13,1
2014-05-30 22:07:31,1
2014-05-30 22:12:53,1
2014-05-30 22:18:14,1
2014-05-30 22:23:33,1
2014-05-30 22:28:52,1
2014-05-30 22:34:11,1
2014-05-30 22:39:30,1
2014-05-30 22:45:09,1
2014-05-30 22:50:27,1
2014-05-30 22:55:46,1
2014-05-30 23:01:09,1
2014-05-30 23:06:27,1
2014-05-30 23:11:45,1
2014-05-30 23:17:04,1
2014-05-30 23:22:23,1
2014-05-30 23:27:43,1
2014-05-30 23:33:02,1
2014-05-30 23:38:21,1
2014-05-30 23:43:40,1
2014-05-30 23:48:59,1
2014-05-30 23:54:18,1
2014-05-30 23:59:38,1
2014-05-31 00:04:57,1
2014-05-31 00:10:18,1
2014-05-31 00:15:37,1
2014-05-31 00:20:58,1
2014-05-31 00:26:16,1
2014-05-31 00:31:37,1
2014-05-31 00:36:56,1
2014-05-31 00:42:15,1
2014-05-31 00:47:34,1
2014-05-31 00:53:05,1
2014-05-31 00:58:24,1
2014-05-31 01:03:43,1
2014-05-31 01:09:02,1
2014-05-31 01:14:21,1
2014-05-31 01:19:42,1
2014-05-31 01:25:02,1
2014-05-31 01:30:23,1
2014-05-31 01:35:42,1
2014-05-31 01:41:14,1
2014-05-31 01:46:32,1
2014-05-31 01:51:51,1
2014-05-31 01:57:10,1
2014-05-31 02:02:28,1
2014-05-31 02:07:49,1
2014-05-31 02:13:09,1
2014-05-31 02:18:26,1
2014-05-31 02:23:45,1
2014-05-31 02:29:13,1
2014-05-31 02:34:40,1
2014-05-31 02:40:00,1
2014-05-31 02:46:55,1
2014-05-31 02:52:38,1
2014-05-31 02:57:57,1
